date,open,high,low,close
1384772700,4910.04,4929.99,4908.01,4922.31
1384773000,4922.31,4922.31,4902.7,4912.05
1384773300,4912.13,4920,4912.13,4913
1384773600,4915.11,4950,4914.96,4930
1384773900,4949,4985,4948,4985
1384774200,4985,4990,4958.01,4970
1384774500,4970.92,4988.01,4958.01,4960.01
1384774800,4960,4985,4960,4980
1384775100,4980.05,5050,4980,5002
1384775400,5020,5098,5005,5089.92
1384775700,5089.92,5112,5065,5112
1384776000,5115,5188,5100.01,5119.99
1384776300,5113.01,5199,5000,5050.01
1384776600,5050,5140,5049.94,5140
1384776900,5137,5149.94,5053.3,5102.03
1384777200,5118,5134,5102,5126.87
1384777500,5116,5130,5105,5118.19
1384777800,5118.19,5129.87,5052,5098
1384778100,5098,5123,5062,5090
1384778400,5090,5124.88,5089,5111.6
